brand,name,price,spec_rating,processor,CPU,Ram_type,ROM_type,GPU,display_size,OS,warranty,resolution,storage_gb,ram_gb,brand_encoded,processor_encoded,OS_encoded,Ram_type_encoded,ROM_type_encoded
Lenovo,IdeaPad Slim 3 82XQ008UIN Laptop,48990,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon 610M Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,129,12,8,1
Lenovo,V15 G3 IAP 82TT004VIH Laptop,46990,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated UHD,15.6,DOS OS,1,2073600.0,512.0,8.0,14,37,3,2,1
HP,Victus 15-fb1015AX Gaming Laptop,55990,69.0,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,146,12,4,1
Asus,Vivobook 16X K3605ZC-MBN542WS Laptop,66990,65.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,40,12,2,1
Asus,Vivobook 16X K3605ZU-MBN541WS Laptop,89990,70.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,6GB NVIDIA Geforce RTX 4050,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,40,12,2,1
MSI,Thin GF63 11UC-1291IN Gaming Laptop,62990,71.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2,2073600.0,512.0,16.0,15,25,12,2,1
MSI,Katana 15 B12UDXK-1004IN Gaming Laptop,85990,76.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2,2073600.0,512.0,16.0,15,48,12,4,1
Lenovo,Thinkpad E15 21E6S0W700 Laptop,47100,65.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,34,12,2,1
Lenovo,Yoga 7 82YM004UIN Laptop,91990,76.0,7th Gen AMD Ryzen 7 7735U,"Octa Core, 16 Threads",DDR5,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,5184000.0,512.0,16.0,14,137,12,4,1
Asus,Vivobook Pro 15 OLED M6500QC-LK541WS Laptop,67990,62.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050 GPU,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,105,12,2,1
Acer,TMP214-41-G3 UN.VSQSI.007 Notebook,39990,63.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon AMD,14.0,Windows 11 OS,1,1049088.0,512.0,16.0,1,104,12,2,1
Acer,TMP214-41-G3 UN.VSQSI.006 Notebook,36990,60.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon AMD,14.0,Windows 11 OS,1,1049088.0,512.0,8.0,1,104,12,2,1
Asus,Vivobook Go 14 2023 E1404FA-NK327WS Laptop,33990,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon AMD,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,3,126,12,8,1
Lenovo,V14 82KAA055IH Laptop,43800,69.32352941176471,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",DDR4,SSD,Intel UHD Graphics ,14.0,DOS OS,1,1049088.0,512.0,8.0,14,24,3,2,1
HP,Omen 16-xf0043AX Gaming Laptop,179490,78.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4070,16.1,Windows 11 OS,1,3686400.0,1024.0,32.0,9,143,12,4,1
Gigabyte,Aero 14 OLED BMF Laptop,164990,70.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,6GB NVIDIA GeForce RTX 4050,14.0,Windows 11 OS,2,5184000.0,1024.0,16.0,8,73,12,8,1
Dell,Inspiron 5430 IN54308DXWP001ORS1 Laptop,84990,69.32352941176471,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2073600.0,1024.0,16.0,6,66,12,8,1
Fujitsu,UH-X ‎4ZR1L73352 2-in-1 Laptop,104990,76.0,13th Gen Intel Core i7 1360p,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,2,2304000.0,1024.0,16.0,7,69,12,8,1
Asus,TUF Gaming F15 FX506HF-HN076W Gaming Laptop,57990,69.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,19,12,2,1
HP,Victus 15-fb1018AX Gaming Laptop,58990,63.0,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,146,12,4,1
Dell,Alienware x15 R2 D569947WIN9 Gaming Laptop,304990,78.0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,8GB NVIDIA GeForce RTX 3070 Ti,15.6,Windows 11 OS,1,2073600.0,1024.0,32.0,6,53,12,8,1
Asus,Vivobook Go 14 2023 E1404FA-NK325WS Laptop,33990,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon AMD,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,3,126,12,8,1
Ultimus,Elite NU14U3INF56BN-CS Laptop,28990,69.32352941176471,10th Gen Intel Core i5 1035G4,"Quad Core, 8 Threads",DDR4,SSD,Intel Integrated Iris,14.1,Windows 11 OS,1,2073600.0,512.0,8.0,23,8,12,2,1
Acer,Aspire 3 Spin 14 NX.KENSI.002 Laptop,39900,69.32352941176471,Intel Core i3 N305,"Octa Core, 8 Threads",DDR4,SSD,Intel UHD Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,8.0,1,177,12,2,1
Lenovo,IdeaPad 3 15ITL6 82H803GSIN Laptop,36490,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,15,12,2,1
Lenovo,IdeaPad Slim 5i 82XD0040IN Laptop,87490,62.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",LPDDR5,SSD,Intel Integrated UHD,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,14,70,12,8,1
Dell,Inspiron 3530 2023 Laptop,44990,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,1024.0,8.0,6,55,12,2,1
Lenovo,Yoga 7 Flip 82YL005YIN Laptop,107990,75.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,5184000.0,512.0,16.0,14,68,12,8,1
Dell,Inspiron 3535 2023 Laptop,46900,69.32352941176471,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1,2073600.0,1024.0,8.0,6,144,12,8,1
Dell,Inspiron 13 5330 Laptop,98890,63.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,13.3,Windows 11 OS,1,4096000.0,1024.0,16.0,6,68,12,8,1
Dell,Inspiron 7430 2023 2 in 1 Laptop,76990,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2304000.0,1024.0,8.0,6,58,12,8,1
Dell,Inspiron 5330 2023 Laptop,86990,62.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,13.3,Windows 11 OS,1,4096000.0,1024.0,16.0,6,59,12,8,1
Dell,Inspiron 7430 2 in 1 Touch Laptop,86990,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2304000.0,1024.0,16.0,6,58,12,8,1
Dell,Vostro 3430 VN3430RHXFG001ORB1 Laptop,58490,63.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,6,58,12,2,1
HP,Victus 15-FB0142AX Gaming Laptop,69199,71.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,105,12,2,1
MSI,Thin GF63 11SC-1494IN Gaming Laptop,45990,65.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,2,2073600.0,512.0,8.0,15,19,12,2,1
MSI,Thin GF63 12VF-663IN Gaming Laptop,94990,77.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR4,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,2,2073600.0,512.0,16.0,15,48,12,2,1
MSI,Katana 17 B12VFK-668IN Gaming Laptop,97990,77.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,17.3,Windows 11 OS,2,2073600.0,1024.0,8.0,15,48,12,4,1
MSI,Pulse 17 B13VGK-652IN Gaming Laptop,179990,83.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4070,17.3,Windows 11 OS,2,2073600.0,1024.0,16.0,15,75,12,4,1
MSI,Pulse 17 B13VGK-666IN Gaming Laptop,125990,76.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,17.3,Windows 11 OS,2,3686400.0,1024.0,8.0,15,73,12,4,1
HP,Victus  15-fa1060TX  Gaming Laptop,116463,71.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,63,12,2,1
HP,Victus 15-fa1064TX Gaming Laptop,109990,72.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,73,12,2,1
HP,Omen 16-wf0052TX Gaming Laptop,153625,75.0,13th Gen Intel Core i5 13500HX,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,16.1,Windows 11 OS,1,2073600.0,512.0,16.0,9,65,12,4,1
HP,Omen 16-u0023TX Gaming Laptop,270129,86.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4070,16.1,Windows 11 OS,1,4096000.0,1024.0,32.0,9,76,12,4,1
Gigabyte,Aorus 15 9SF Gaming Laptop,149990,83.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4070,15.6,Windows 11  OS,2,3686400.0,1024.0,16.0,8,42,11,4,1
Lenovo,IdeaPad Slim 5 82XE004RIN Laptop,58990,64.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Integrated SoC,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,14,131,12,2,1
HP,Envy x360 13-bf0141tu Laptop,107190,67.0,12th Gen Intel Core i7 1250U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,Intel Integrated Iris Xe,13.3,Windows 11 OS,1,5184000.0,512.0,16.0,9,44,12,6,1
Chuwi,CoreBook X Pro Laptop,32999,69.32352941176471,10th Gen Intel Core i5 10210U,"Quad Core, 8 Threads",LPDDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,5,3,12,5,1
HP,Omen 16-wd0770TX Gaming Laptop,102090,72.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,16.1,Windows 11 OS,1,2073600.0,512.0,16.0,9,61,12,4,1
HP,Dragonfly G4 Laptop,231746,71.0,13th Gen Intel Core i7 1365U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,13.5,Windows 11 OS,1,2457600.0,512.0,16.0,9,72,12,8,1
Asus,Vivobook 16X 2023 K3605ZC-MBN741WS Laptop,81990,72.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,48,12,2,1
Dell,Inspiron 3520 IN3520KTMFJ001ORS1 Laptop,36890,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,15,12,2,1
Lenovo,LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop,87990,71.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,40,12,4,1
HP,Pavilion x360 14-ek1074TU Laptop,77990,67.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,9,58,12,2,1
Gigabyte,Aorus 15 9KF Gaming Laptop,117574,80.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,2,2073600.0,512.0,8.0,8,42,12,4,1
Lenovo,LOQ 15APH8 82XT004JIN 2023 Gaming Laptop,97990,73.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,139,12,4,1
MSI,Vector GP68HX 13VH-072IN Gaming Laptop,284990,89.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,12GB NVIDIA GeForce RTX 4080,16.0,Windows 11 OS,2,4096000.0,1024.0,32.0,15,79,12,4,1
MSI,Vector GP78HX 13VI-409IN Gaming Laptop,344990,69.32352941176471,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,16GB NVIDIA GeForce RTX 4090,17.0,Windows 11 OS,2,4096000.0,2048.0,32.0,15,79,12,4,1
HP,Omen 16-wf0111TX Gaming Laptop,146599,77.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.1,Windows 11 OS,1,2073600.0,1024.0,16.0,9,74,12,4,1
Acer,Aspire 5 A515-56G NX.AT2SI.001 Laptop,44990,65.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,2GB NVIDIA GeForce MX450,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,1,23,12,2,1
Lenovo,IdeaPad Slim 5 Light 14ABR8 82XS002RIN Laptop,57990,67.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,14,131,12,2,1
HP,Omen 16-xf0059AX Gaming Laptop,128599,73.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,2073600.0,512.0,16.0,9,139,12,4,1
Asus,Vivobook Go 15 E510MA-EJ001W Laptop,21990,69.32352941176471,intel Celeron  N4020,"Dual Core, 2 Threads",DDR4,SSD,Integrated Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,256.0,4.0,3,183,12,2,1
HP,Omen 16-wf0055TX Gaming Laptop,151990,77.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.1,Windows 11 OS,1,2073600.0,512.0,16.0,9,74,12,4,1
Infinix,INBook X2 Plus Laptop,52990,62.0,11th Gen Intel Core i7 1195G7,"Quad Core, 8 Threads",LPDDR4X,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,12,32,12,6,1
Lenovo,ThinkBook 14s Yoga 20WEA00WIH Laptop,119888,75.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Integrated,14.0,Windows 10 OS,1,2073600.0,1024.0,16.0,14,27,10,2,1
HP,255 G8 Laptop,22990,69.32352941176471,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",DDR4,SSD,AMD Integrated,15.6,Windows 11 OS,1,2073600.0,256.0,4.0,9,82,12,2,1
Lenovo,Yoga 6 83B2006BIN Laptop,76888,67.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",LPDDR4X,SSD,AMD Radeon Graphics,13.3,Windows 11 OS,1,2304000.0,512.0,16.0,14,131,12,6,1
Dell,XPS 15 9530 Laptop,256990,85.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,6GB NVIDIA RTX 4050,15.6,Windows 11 OS,1,7464960.0,1024.0,16.0,6,73,12,4,1
Dell,Inspiron 5330 Laptop,83090,60.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,13.3,Windows 11 OS,1,4096000.0,512.0,16.0,6,59,12,8,1
Dell,Inspiron 5518 D560667WIN9S Laptop,67999,65.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",DDR4,SSD,2GB NVIDIA GeForce MX450,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,6,22,12,2,1
Acer,Nitro 5 AN515-58 NH.QFHSI.007 Gaming Laptop,96256,72.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,51,12,2,1
MSI,Prestige 14 Evo B12M-472IN Laptop,77990,63.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,15,39,12,8,1
Dell,Alienware X16 R1 2023 Gaming Laptop,323290,85.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,12GB NVIDIA GeForce RTX 4080,16.0,Windows 11 OS,1,5760000.0,1024.0,32.0,6,76,12,4,1
Dell,Inspiron 5425 Laptop,67990,65.0,5th Gen AMD Ryzen 7 5825U,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon Radeon,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,6,118,12,2,1
MSI,Prestige 13 Evo B12M-085IN Laptop,82990,65.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Integrated Iris Xe,13.3,Windows 11 OS,2,2304000.0,512.0,8.0,15,39,12,8,1
Dell,Alienware m16 2023 Gaming Laptop,199990,80.0,7th Gen Amd Ryzen 7 7745HX,"Octa Core, 16 Threads",DDR5,SSD,8GB NVIDIA GEFORCE RTX 4060,16.0,Windows 11 OS,1,2304000.0,1024.0,16.0,6,147,12,4,1
Gigabyte,Aero 16 XE5 OLED Laptop,189999,77.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 3070Ti,16.0,Windows 11  OS,2,9216000.0,1024.0,16.0,8,51,11,4,1
Lenovo,Yoga 6 83B2005TIN Laptop,73990,69.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon,13.3,Windows 11 OS,3,2304000.0,512.0,16.0,14,131,12,2,1
Asus,Vivobook Pro 15 M6500QC-LK542WS Laptop,67990,70.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,100,12,2,1
Asus,ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop,142990,82.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,6GB NVIDIA GeForce RTX 4050,16.0,Windows 11 OS,1,4096000.0,1024.0,16.0,3,51,12,2,1
Lenovo,IdeaPad Flex 5 82R900D9IN Laptop,64990,72.0,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,14,113,12,2,1
Asus,Vivobook 16X 2023 K3605ZF-MBN741WS Laptop,84800,75.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,48,12,2,1
Lenovo,IdeaPad Flex 5 82XX007KIN Laptop,64990,69.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",LPDDR4X,SSD,AMD Radeon AMD,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,14,131,12,6,1
Acer,Nitro 16 ‎AN16-41 Gaming Laptop,129990,80.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,1,139,12,4,1
Acer,Nitro 16 ‎AN16-41 2023 Gaming Laptop,114990,78.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,2304000.0,512.0,8.0,1,139,12,4,1
Acer,Aspire 5 2023 A515-58M Gaming Laptop,80000,69.32352941176471,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,4GB NVIDIA GeForce RTX2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,1,66,12,8,1
Acer,Aspire 5 15 A515-58M Gaming Laptop,54990,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,4GB NVIDIA GeForce RTX2050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,58,12,8,1
LG,Gram 14 2023 ‎‎14Z90R-G.CH54A2 Laptop,98999,67.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,13,59,12,8,1
Dell,Latitude 5420 Business Laptop,69990,62.0,10th Gen Intel Core i5 10310U,"Quad Core, 8 Threads",DDR4,SSD,Intel UHD Graphics,14.0,Windows 10  OS,1,2073600.0,512.0,8.0,6,6,9,2,1
Asus,Vivobook Pro 15 M6500QC-LK742WS Laptop,76990,72.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,114,12,2,1
Fujitsu,UH-X ‎4ZR1L12857 Laptop,74990,66.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,2,2304000.0,512.0,16.0,7,58,12,8,1
Fujitsu,UH-X ‎4ZR1L12856 Laptop,89990,73.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,2,2304000.0,512.0,16.0,7,68,12,8,1
HP,15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),29999,69.32352941176471,Intel Pentium Silver   N6000 ,"Quad Core, 4 Threads",DDR4,SSD,Intel Integrated UHD Graphics,15.6,Windows 11  OS,1,1049088.0,512.0,8.0,9,179,11,2,1
HP,ZBook Firefly 16 G9 2023 Workstation Laptop,97705,67.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR5,SSD,4GB NVIDIA RTX A500 ,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,9,37,12,4,1
HP,ZBook Studio G9 16 Workstation WQUXGA Laptop,240707,89.0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3060,16.0,Windows 11 OS,1,9216000.0,1024.0,32.0,9,53,12,4,1
HP,ZBook Studio G9 WUXGA Workstation Laptop,234990,83.0,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 3070 Ti ,16.0,Windows 11 OS,1,2304000.0,1024.0,16.0,9,52,12,4,1
HP,ZBook Studio G9 16 WUXGA Workstation Laptop,209990,80.0,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3060,16.0,Windows 11 OS,1,2304000.0,1024.0,16.0,9,52,12,4,1
HP,ZBook Studio G9 2023 Workstation WQUXGA Laptop,390914,69.32352941176471,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,12GB NVIDIA GeForce RTX 3080 Ti,16.0,Windows 11 OS,1,9216000.0,1024.0,32.0,9,53,12,4,1
HP,ZBook Studio G9 Workstation WQUXGA Laptop,172588,84.0,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3060,16.0,Windows 11 OS,1,9216000.0,1024.0,16.0,9,52,12,4,1
HP,ZBook Studio G9 Workstation Laptop,254657,86.0,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 3070 Ti ,16.0,Windows 11 OS,1,9216000.0,1024.0,16.0,9,52,12,4,1
